Team,Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Start Date,End Date
KKR,RK Singh,2022-2025,37,36.0,24.0,24.0,0.0,0.0,24.0,,0.666,2022-01-01,2025-12-31
KKR,VR Iyer,2021-2025,52,51.0,18.0,18.0,0.0,0.0,18.0,,0.352,2021-01-01,2025-12-31
KKR,SS Iyer,2022-2024,29,28.0,15.0,15.0,0.0,0.0,15.0,,0.535,2022-01-01,2024-12-31
KKR,Rahmanullah Gurbaz,2023-2024,14,13.0,15.0,15.0,0.0,15.0,0.0,,1.153,2023-01-01,2024-12-31
KKR,SP Narine,2021-2025,58,57.0,14.0,14.0,0.0,0.0,14.0,,0.245,2021-01-01,2025-12-31
KKR,N Rana,2021-2024,47,47.0,13.0,13.0,0.0,0.0,13.0,,0.276,2021-01-01,2024-12-31
KKR,AD Russell,2021-2025,54,53.0,13.0,13.0,0.0,0.0,13.0,,0.245,2021-01-01,2025-12-31
KKR,PD Salt,2024-2024,12,12.0,12.0,12.0,0.0,12.0,0.0,,1.0,2024-01-01,2024-12-31
KKR,CV Varun,2021-2025,58,57.0,11.0,11.0,0.0,0.0,11.0,,0.192,2021-01-01,2025-12-31
KKR,EJG Morgan,2021-2021,17,17.0,9.0,9.0,0.0,0.0,9.0,,0.529,2021-01-01,2021-12-31
KKR,Ramandeep Singh,2024-2025,16,15.0,9.0,9.0,0.0,0.0,9.0,,0.6,2024-01-01,2025-12-31
KKR,Shivam Mavi,2021-2022,15,15.0,9.0,9.0,0.0,0.0,9.0,,0.6,2021-01-01,2022-12-31
KKR,RA Tripathi,2021-2021,17,17.0,8.0,8.0,0.0,0.0,8.0,,0.47,2021-01-01,2021-12-31
KKR,UT Yadav,2022-2023,20,20.0,8.0,8.0,0.0,0.0,8.0,,0.4,2022-01-01,2023-12-31
KKR,SW Billings,2022-2022,8,8.0,7.0,6.0,1.0,6.0,0.0,,0.875,2022-01-01,2022-12-31
KKR,SP Jackson,2022-2022,5,5.0,7.0,5.0,2.0,5.0,0.0,,1.4,2022-01-01,2022-12-31
KKR,KD Karthik,2021-2021,17,17.0,7.0,5.0,2.0,5.0,0.0,,0.411,2021-01-01,2021-12-31
KKR,Harshit Rana,2022-2025,22,21.0,6.0,6.0,0.0,0.0,6.0,,0.285,2022-01-01,2025-12-31
KKR,Shubman Gill,2021-2021,17,17.0,6.0,6.0,0.0,0.0,6.0,,0.352,2021-01-01,2021-12-31
KKR,TG Southee,2021-2023,14,14.0,6.0,6.0,0.0,0.0,6.0,,0.428,2021-01-01,2023-12-31
KKR,MA Starc,2024-2024,14,13.0,6.0,6.0,0.0,0.0,6.0,,0.461,2024-01-01,2024-12-31
KKR,VG Arora,2023-2025,16,16.0,4.0,4.0,0.0,0.0,4.0,,0.25,2023-01-01,2025-12-31
KKR,A Raghuvanshi,2024-2025,11,11.0,4.0,4.0,0.0,0.0,4.0,,0.363,2024-01-01,2025-12-31
KKR,SN Thakur,2023-2023,11,11.0,4.0,4.0,0.0,0.0,4.0,,0.363,2023-01-01,2023-12-31
KKR,PJ Cummins,2021-2022,12,12.0,3.0,3.0,0.0,0.0,3.0,,0.25,2021-01-01,2022-12-31
KKR,LH Ferguson,2021-2023,11,11.0,3.0,3.0,0.0,0.0,3.0,,0.272,2021-01-01,2023-12-31
KKR,M Prasidh Krishna,2021-2021,10,10.0,3.0,3.0,0.0,0.0,3.0,,0.3,2021-01-01,2021-12-31
KKR,AM Rahane,2022-2025,8,8.0,3.0,3.0,0.0,0.0,3.0,,0.375,2022-01-01,2025-12-31
KKR,AS Roy,2022-2024,10,9.0,3.0,3.0,0.0,0.0,3.0,,0.333,2022-01-01,2024-12-31
KKR,Shakib Al Hasan,2021-2021,8,8.0,3.0,3.0,0.0,0.0,3.0,,0.375,2021-01-01,2021-12-31
KKR,MK Pandey,2024-2024,1,1.0,2.0,2.0,0.0,0.0,2.0,,2.0,2024-01-01,2024-12-31
KKR,JJ Roy,2023-2023,8,8.0,2.0,2.0,0.0,0.0,2.0,,0.25,2023-01-01,2023-12-31
KKR,D Wiese,2023-2023,3,3.0,2.0,2.0,0.0,0.0,2.0,,0.666,2023-01-01,2023-12-31
KKR,AJ Finch,2022-2022,5,5.0,1.0,1.0,0.0,0.0,1.0,,0.2,2022-01-01,2022-12-31
KKR,Harbhajan Singh,2021-2021,3,3.0,1.0,1.0,0.0,0.0,1.0,,0.333,2021-01-01,2021-12-31
KKR,B Indrajith,2022-2022,3,3.0,1.0,1.0,0.0,1.0,0.0,,0.333,2022-01-01,2022-12-31
KKR,N Jagadeesan,2023-2023,6,6.0,1.0,1.0,0.0,0.0,1.0,,0.166,2023-01-01,2023-12-31
KKR,SH Johnson,2025-2025,1,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,2025-01-01,2025-12-31
KKR,Suyash Sharma,2023-2024,13,13.0,1.0,1.0,0.0,0.0,1.0,,0.076,2023-01-01,2024-12-31
KKR,Aman Hakim Khan,2022-2022,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01,2022-12-31
KKR,PVD Chameera,2024-2024,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-01,2024-12-31
KKR,Q de Kock,2025-2025,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
KKR,K Khejroliya,2023-2023,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-01,2023-12-31
KKR,Litton Das,2023-2023,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-01,2023-12-31
KKR,Mandeep Singh,2023-2023,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-01,2023-12-31
KKR,KL Nagarkoti,2021-2021,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-01,2021-12-31
KKR,Rasikh Salam,2022-2022,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01,2022-12-31
KKR,S Sandeep Warrier,2021-2021,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-01,2021-12-31
KKR,TL Seifert,2021-2021,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-01,2021-12-31
KKR,A Tomar,2022-2022,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01,2022-12-31
CSK,MS Dhoni,2021-2025,61,61.0,43.0,39.0,4.0,39.0,0.0,,0.704,2021-01-01,2025-12-31
CSK,RA Jadeja,2021-2025,57,57.0,36.0,36.0,0.0,0.0,36.0,,0.631,2021-01-01,2025-12-31
CSK,RD Gaikwad,2021-2025,61,61.0,33.0,33.0,0.0,0.0,33.0,,0.54,2021-01-01,2025-12-31
CSK,MM Ali,2021-2024,48,48.0,18.0,18.0,0.0,0.0,18.0,,0.375,2021-01-01,2024-12-31
CSK,S Dube,2022-2025,42,42.0,16.0,16.0,0.0,0.0,16.0,,0.38,2022-01-01,2025-12-31
CSK,F du Plessis,2021-2021,16,16.0,12.0,12.0,0.0,0.0,12.0,,0.75,2021-01-01,2021-12-31
CSK,DJ Mitchell,2024-2024,13,13.0,9.0,9.0,0.0,0.0,9.0,,0.692,2024-01-01,2024-12-31
CSK,AM Rahane,2023-2024,27,27.0,9.0,9.0,0.0,0.0,9.0,,0.333,2023-01-01,2024-12-31
CSK,DP Conway,2022-2023,23,23.0,8.0,8.0,0.0,0.0,8.0,,0.347,2022-01-01,2023-12-31
CSK,R Ravindra,2024-2025,11,11.0,8.0,8.0,0.0,0.0,8.0,,0.727,2024-01-01,2025-12-31
CSK,AT Rayudu,2021-2023,45,45.0,8.0,8.0,0.0,0.0,8.0,,0.177,2021-01-01,2023-12-31
CSK,SK Raina,2021-2021,12,12.0,7.0,7.0,0.0,0.0,7.0,,0.583,2021-01-01,2021-12-31
CSK,DL Chahar,2021-2024,33,33.0,6.0,6.0,0.0,0.0,6.0,,0.181,2021-01-01,2024-12-31
CSK,M Pathirana,2022-2024,20,20.0,6.0,6.0,0.0,0.0,6.0,,0.3,2022-01-01,2024-12-31
CSK,SN Thakur,2021-2024,25,25.0,6.0,6.0,0.0,0.0,6.0,,0.24,2021-01-01,2024-12-31
CSK,DJ Bravo,2021-2022,21,21.0,5.0,5.0,0.0,0.0,5.0,,0.238,2021-01-01,2022-12-31
CSK,TU Deshpande,2022-2024,31,31.0,5.0,5.0,0.0,0.0,5.0,,0.161,2022-01-01,2024-12-31
CSK,RV Uthappa,2021-2022,16,16.0,5.0,5.0,0.0,0.0,5.0,,0.312,2021-01-01,2022-12-31
CSK,CJ Jordan,2022-2022,4,4.0,4.0,4.0,0.0,0.0,4.0,,1.0,2022-01-01,2022-12-31
CSK,MJ Santner,2022-2024,12,12.0,4.0,4.0,0.0,0.0,4.0,,0.333,2022-01-01,2024-12-31
CSK,M Theekshana,2022-2024,27,27.0,4.0,4.0,0.0,0.0,4.0,,0.148,2022-01-01,2024-12-31
CSK,Mukesh Choudhary,2022-2024,14,14.0,3.0,3.0,0.0,0.0,3.0,,0.214,2022-01-01,2024-12-31
CSK,D Pretorius,2022-2023,7,7.0,3.0,3.0,0.0,0.0,3.0,,0.428,2022-01-01,2023-12-31
CSK,Simarjeet Singh,2022-2024,10,10.0,3.0,3.0,0.0,0.0,3.0,,0.3,2022-01-01,2024-12-31
CSK,BA Stokes,2023-2023,2,2.0,2.0,2.0,0.0,0.0,2.0,,1.0,2023-01-01,2023-12-31
CSK,Akash Singh,2023-2023,6,6.0,1.0,1.0,0.0,0.0,1.0,,0.166,2023-01-01,2023-12-31
CSK,SM Curran,2021-2025,10,10.0,1.0,1.0,0.0,0.0,1.0,,0.1,2021-01-01,2025-12-31
CSK,JR Hazlewood,2021-2021,9,9.0,1.0,1.0,0.0,0.0,1.0,,0.111,2021-01-01,2021-12-31
CSK,SSB Magala,2023-2023,2,2.0,1.0,1.0,0.0,0.0,1.0,,0.5,2023-01-01,2023-12-31
CSK,Mustafizur Rahman,2024-2024,9,9.0,1.0,1.0,0.0,0.0,1.0,,0.111,2024-01-01,2024-12-31
CSK,L Ngidi,2021-2021,3,3.0,1.0,1.0,0.0,0.0,1.0,,0.333,2021-01-01,2021-12-31
CSK,Sameer Rizvi,2024-2024,8,8.0,1.0,1.0,0.0,0.0,1.0,,0.125,2024-01-01,2024-12-31
CSK,KK Ahmed,2025-2025,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
CSK,R Ashwin,2025-2025,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
CSK,KM Asif,2021-2021,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-01,2021-12-31
CSK,NT Ellis,2025-2025,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
CSK,RJ Gleeson,2024-2024,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-01,2024-12-31
CSK,RS Hangargekar,2023-2023,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-01,2023-12-31
CSK,DJ Hooda,2025-2025,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
CSK,Imran Tahir,2021-2021,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-01,2021-12-31
CSK,N Jagadeesan,2022-2022,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01,2022-12-31
CSK,AF Milne,2022-2022,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01,2022-12-31
CSK,Noor Ahmad,2025-2025,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
CSK,PH Solanki,2022-2022,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01,2022-12-31
CSK,RA Tripathi,2025-2025,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
MI,Ishan Kishan,2021-2024,54,54.0,38.0,35.0,3.0,35.0,0.0,,0.703,2021-01-01,2024-12-31
MI,NT Tilak Varma,2022-2025,39,39.0,24.0,24.0,0.0,0.0,24.0,,0.615,2022-01-01,2025-12-31
MI,TH David,2022-2024,37,37.0,22.0,22.0,0.0,0.0,22.0,,0.594,2022-01-01,2024-12-31
MI,SA Yadav,2021-2025,50,50.0,18.0,18.0,0.0,0.0,18.0,,0.36,2021-01-01,2025-12-31
MI,KA Pollard,2021-2022,25,25.0,13.0,13.0,0.0,0.0,13.0,,0.52,2021-01-01,2022-12-31
MI,RG Sharma,2021-2025,58,58.0,12.0,12.0,0.0,0.0,12.0,,0.206,2021-01-01,2025-12-31
MI,HH Pandya,2021-2024,26,26.0,8.0,8.0,0.0,0.0,8.0,,0.307,2021-01-01,2024-12-31
MI,JJ Bumrah,2021-2024,41,41.0,7.0,7.0,0.0,0.0,7.0,,0.17,2021-01-01,2024-12-31
MI,Mohammad Nabi,2024-2024,7,7.0,7.0,7.0,0.0,0.0,7.0,,1.0,2024-01-01,2024-12-31
MI,DR Sams,2022-2022,11,11.0,7.0,7.0,0.0,0.0,7.0,,0.636,2022-01-01,2022-12-31
MI,Q de Kock,2021-2021,11,11.0,6.0,4.0,2.0,4.0,0.0,,0.545,2021-01-01,2021-12-31
MI,KH Pandya,2021-2021,13,13.0,6.0,6.0,0.0,0.0,6.0,,0.461,2021-01-01,2021-12-31
MI,N Wadhera,2023-2024,20,20.0,6.0,6.0,0.0,0.0,6.0,,0.3,2023-01-01,2024-12-31
MI,TA Boult,2021-2025,15,15.0,5.0,5.0,0.0,0.0,5.0,,0.333,2021-01-01,2025-12-31
MI,C Green,2023-2023,16,16.0,5.0,5.0,0.0,0.0,5.0,,0.312,2023-01-01,2023-12-31
MI,HR Shokeen,2022-2023,13,13.0,5.0,5.0,0.0,0.0,5.0,,0.384,2022-01-01,2023-12-31
MI,D Brevis,2022-2024,10,10.0,3.0,3.0,0.0,0.0,3.0,,0.3,2022-01-01,2024-12-31
MI,RD Chahar,2021-2021,11,11.0,3.0,3.0,0.0,0.0,3.0,,0.272,2021-01-01,2021-12-31
MI,PP Chawla,2021-2024,28,28.0,3.0,3.0,0.0,0.0,3.0,,0.107,2021-01-01,2024-12-31
MI,A Kamboj,2024-2024,3,3.0,3.0,3.0,0.0,0.0,3.0,,1.0,2024-01-01,2024-12-31
MI,Naman Dhir,2024-2025,8,8.0,3.0,3.0,0.0,0.0,3.0,,0.375,2024-01-01,2025-12-31
MI,Arshad Khan,2023-2023,6,6.0,2.0,2.0,0.0,0.0,2.0,,0.333,2023-01-01,2023-12-31
MI,JP Behrendorff,2023-2023,12,12.0,2.0,2.0,0.0,0.0,2.0,,0.166,2023-01-01,2023-12-31
MI,G Coetzee,2024-2024,10,10.0,2.0,2.0,0.0,0.0,2.0,,0.2,2024-01-01,2024-12-31
MI,NM Coulter-Nile,2021-2021,5,5.0,2.0,2.0,0.0,0.0,2.0,,0.4,2021-01-01,2021-12-31
MI,D Jansen,2023-2023,1,1.0,2.0,2.0,0.0,0.0,2.0,,2.0,2023-01-01,2023-12-31
MI,CA Lynn,2021-2021,1,1.0,2.0,2.0,0.0,0.0,2.0,,2.0,2021-01-01,2021-12-31
MI,M Markande,2022-2022,2,2.0,2.0,2.0,0.0,0.0,2.0,,1.0,2022-01-01,2022-12-31
MI,RP Meredith,2022-2023,13,13.0,2.0,2.0,0.0,0.0,2.0,,0.153,2022-01-01,2023-12-31
MI,AF Milne,2021-2021,4,4.0,2.0,2.0,0.0,0.0,2.0,,0.5,2021-01-01,2021-12-31
MI,J Yadav,2021-2021,5,5.0,2.0,2.0,0.0,0.0,2.0,,0.4,2021-01-01,2021-12-31
MI,JC Archer,2023-2023,5,5.0,1.0,1.0,0.0,0.0,1.0,,0.2,2023-01-01,2023-12-31
MI,Basil Thampi,2022-2022,5,5.0,1.0,1.0,0.0,0.0,1.0,,0.2,2022-01-01,2022-12-31
MI,S Gopal,2024-2024,3,3.0,1.0,1.0,0.0,0.0,1.0,,0.333,2024-01-01,2024-12-31
MI,R Goyal,2023-2023,1,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,2023-01-01,2023-12-31
MI,WG Jacks,2025-2025,1,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,2025-01-01,2025-12-31
MI,M Jansen,2021-2021,2,2.0,1.0,1.0,0.0,0.0,1.0,,0.5,2021-01-01,2021-12-31
MI,CJ Jordan,2023-2023,6,6.0,1.0,1.0,0.0,0.0,1.0,,0.166,2023-01-01,2023-12-31
MI,K Kartikeya,2022-2023,12,12.0,1.0,1.0,0.0,0.0,1.0,,0.083,2022-01-01,2023-12-31
MI,A Madhwal,2023-2024,13,13.0,1.0,1.0,0.0,0.0,1.0,,0.076,2023-01-01,2024-12-31
MI,PVSN Raju,2025-2025,1,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,2025-01-01,2025-12-31
MI,Ramandeep Singh,2022-2022,5,5.0,1.0,1.0,0.0,0.0,1.0,,0.2,2022-01-01,2022-12-31
MI,RD Rickelton,2025-2025,1,1.0,1.0,1.0,0.0,1.0,0.0,,1.0,2025-01-01,2025-12-31
MI,N Thushara,2024-2024,7,7.0,1.0,1.0,0.0,0.0,1.0,,0.142,2024-01-01,2024-12-31
MI,SS Tiwary,2021-2021,5,5.0,1.0,1.0,0.0,0.0,1.0,,0.2,2021-01-01,2021-12-31
MI,JD Unadkat,2022-2022,5,5.0,1.0,1.0,0.0,0.0,1.0,,0.2,2022-01-01,2022-12-31
MI,FA Allen,2022-2022,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01,2022-12-31
MI,Anmolpreet Singh,2021-2022,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-01,2022-12-31
MI,M Ashwin,2022-2022,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01,2022-12-31
MI,DL Chahar,2025-2025,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
MI,DS Kulkarni,2021-2021,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-01,2021-12-31
MI,KT Maphaka,2024-2024,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-01,2024-12-31
MI,TS Mills,2022-2022,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01,2022-12-31
MI,R Minz,2025-2025,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
MI,SZ Mulani,2024-2024,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-01,2024-12-31
MI,JDS Neesham,2021-2021,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-01,2021-12-31
MI,V Puthur,2025-2025,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
MI,R Sanjay Yadav,2022-2022,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01,2022-12-31
MI,MJ Santner,2025-2025,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
MI,R Shepherd,2024-2024,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-01,2024-12-31
MI,T Stubbs,2022-2023,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01,2023-12-31
MI,AS Tendulkar,2023-2024,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-01,2024-12-31
MI,Vishnu Vinod,2023-2023,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-01,2023-12-31
MI,L Wood,2024-2024,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-01,2024-12-31
RCB,V Kohli,2021-2025,61,61.0,38.0,38.0,0.0,0.0,38.0,,0.622,2021-01-01,2025-12-31
RCB,KD Karthik,2022-2024,44,44.0,27.0,22.0,5.0,22.0,0.0,,0.613,2022-01-01,2024-12-31
RCB,GJ Maxwell,2021-2024,52,52.0,17.0,17.0,0.0,0.0,17.0,,0.326,2021-01-01,2024-12-31
RCB,Mohammed Siraj,2021-2024,58,58.0,17.0,17.0,0.0,0.0,17.0,,0.293,2021-01-01,2024-12-31
RCB,Shahbaz Ahmed,2021-2023,37,37.0,17.0,17.0,0.0,0.0,17.0,,0.459,2021-01-01,2023-12-31
RCB,AB de Villiers,2021-2021,15,15.0,15.0,15.0,0.0,8.0,7.0,,1.0,2021-01-01,2021-12-31
RCB,F du Plessis,2022-2024,45,45.0,15.0,15.0,0.0,0.0,15.0,,0.333,2022-01-01,2024-12-31
RCB,Anuj Rawat,2022-2024,22,22.0,13.0,13.0,0.0,6.0,7.0,,0.59,2022-01-01,2024-12-31
RCB,DT Christian,2021-2021,9,9.0,9.0,9.0,0.0,0.0,9.0,,1.0,2021-01-01,2021-12-31
RCB,MK Lomror,2022-2024,29,29.0,9.0,9.0,0.0,0.0,9.0,,0.31,2022-01-01,2024-12-31
RCB,HV Patel,2021-2023,44,44.0,8.0,8.0,0.0,0.0,8.0,,0.181,2021-01-01,2023-12-31
RCB,RM Patidar,2021-2025,28,28.0,8.0,8.0,0.0,0.0,8.0,,0.285,2021-01-01,2025-12-31
RCB,D Padikkal,2021-2025,15,15.0,7.0,7.0,0.0,0.0,7.0,,0.466,2021-01-01,2025-12-31
RCB,SS Prabhudessai,2022-2024,11,11.0,6.0,6.0,0.0,0.0,6.0,,0.545,2022-01-01,2024-12-31
