Player,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,Team,Start Date,End Date
Sikandar Raza,1,1,3,3,0,0,3,3 (3ct 0st),3.0,,PBKS,2023-03-01,2023-04-01
RD Chahar,1,1,2,2,0,0,2,2 (2ct 0st),2.0,,PBKS,2023-03-01,2023-04-01
SM Curran,1,1,1,1,0,0,1,1 (1ct 0st),1.0,,PBKS,2023-03-01,2023-04-01
Arshdeep Singh,1,1,0,0,0,0,0,0,0.0,,PBKS,2023-03-01,2023-04-01
R Dhawan,1,1,0,0,0,0,0,0,0.0,,PBKS,2023-03-01,2023-04-01
S Dhawan,1,1,0,0,0,0,0,0,0.0,,PBKS,2023-03-01,2023-04-01
NT Ellis,1,1,0,0,0,0,0,0,0.0,,PBKS,2023-03-01,2023-04-01
Harpreet Brar,1,1,0,0,0,0,0,0,0.0,,PBKS,2023-03-01,2023-04-01
Prabhsimran Singh,1,1,0,0,0,0,0,0,0.0,,PBKS,2023-03-01,2023-04-01
PBB Rajapaksa,1,1,0,0,0,0,0,0,0.0,,PBKS,2023-03-01,2023-04-01
M Shahrukh Khan,1,1,0,0,0,0,0,0,0.0,,PBKS,2023-03-01,2023-04-01
JM Sharma,1,1,0,0,0,0,0,0,0.0,,PBKS,2023-03-01,2023-04-01
K Gowtham,1,1,2,2,0,0,2,2 (2ct 0st),2.0,,LSG,2023-03-01,2023-04-01
KR Mayers,1,1,1,1,0,0,1,1 (1ct 0st),1.0,,LSG,2023-03-01,2023-04-01
KH Pandya,1,1,1,1,0,0,1,1 (1ct 0st),1.0,,LSG,2023-03-01,2023-04-01
N Pooran,1,1,1,1,0,1,0,1 (1ct 0st),1.0,,LSG,2023-03-01,2023-04-01
Avesh Khan,1,1,0,0,0,0,0,0,0.0,,LSG,2023-03-01,2023-04-01
A Badoni,1,1,0,0,0,0,0,0,0.0,,LSG,2023-03-01,2023-04-01
DJ Hooda,1,1,0,0,0,0,0,0,0.0,,LSG,2023-03-01,2023-04-01
KL Rahul,1,1,0,0,0,0,0,0,0.0,,LSG,2023-03-01,2023-04-01
Ravi Bishnoi,1,1,0,0,0,0,0,0,0.0,,LSG,2023-03-01,2023-04-01
MP Stoinis,1,1,0,0,0,0,0,0,0.0,,LSG,2023-03-01,2023-04-01
JD Unadkat,1,1,0,0,0,0,0,0,0.0,,LSG,2023-03-01,2023-04-01
MA Wood,1,1,0,0,0,0,0,0,0.0,,LSG,2023-03-01,2023-04-01
WP Saha,1,1,2,2,0,2,0,2 (2ct 0st),2.0,,GT,2023-03-01,2023-04-01
Rashid Khan,1,1,1,1,0,0,1,1 (1ct 0st),1.0,,GT,2023-03-01,2023-04-01
V Shankar,1,1,1,1,0,0,1,1 (1ct 0st),1.0,,GT,2023-03-01,2023-04-01
Shubman Gill,1,1,1,1,0,0,1,1 (1ct 0st),1.0,,GT,2023-03-01,2023-04-01
AS Joseph,1,1,0,0,0,0,0,0,0.0,,GT,2023-03-01,2023-04-01
JB Little,1,1,0,0,0,0,0,0,0.0,,GT,2023-03-01,2023-04-01
Mohammed Shami,1,1,0,0,0,0,0,0,0.0,,GT,2023-03-01,2023-04-01
HH Pandya,1,1,0,0,0,0,0,0,0.0,,GT,2023-03-01,2023-04-01
B Sai Sudharsan,1,1,0,0,0,0,0,0,0.0,,GT,2023-03-01,2023-04-01
R Tewatia,1,1,0,0,0,0,0,0,0.0,,GT,2023-03-01,2023-04-01
KS Williamson,1,1,0,0,0,0,0,0,0.0,,GT,2023-03-01,2023-04-01
Yash Dayal,1,1,0,0,0,0,0,0,0.0,,GT,2023-03-01,2023-04-01
SN Khan,1,1,2,2,0,2,0,2 (2ct 0st),2.0,,DC,2023-03-01,2023-04-01
AR Patel,1,1,1,1,0,0,1,1 (1ct 0st),1.0,,DC,2023-03-01,2023-04-01
PP Shaw,1,1,1,1,0,0,1,1 (1ct 0st),1.0,,DC,2023-03-01,2023-04-01
DA Warner,1,1,1,1,0,0,1,1 (1ct 0st),1.0,,DC,2023-03-01,2023-04-01
KK Ahmed,1,1,0,0,0,0,0,0,0.0,,DC,2023-03-01,2023-04-01
Aman Hakim Khan,1,1,0,0,0,0,0,0,0.0,,DC,2023-03-01,2023-04-01
Kuldeep Yadav,1,1,0,0,0,0,0,0,0.0,,DC,2023-03-01,2023-04-01
MR Marsh,1,1,0,0,0,0,0,0,0.0,,DC,2023-03-01,2023-04-01
Mukesh Kumar,1,1,0,0,0,0,0,0,0.0,,DC,2023-03-01,2023-04-01
R Powell,1,1,0,0,0,0,0,0,0.0,,DC,2023-03-01,2023-04-01
RR Rossouw,1,1,0,0,0,0,0,0,0.0,,DC,2023-03-01,2023-04-01
C Sakariya,1,1,0,0,0,0,0,0,0.0,,DC,2023-03-01,2023-04-01
MS Dhoni,1,1,1,1,0,1,0,1 (1ct 0st),1.0,,CSK,2023-03-01,2023-04-01
S Dube,1,1,1,1,0,0,1,1 (1ct 0st),1.0,,CSK,2023-03-01,2023-04-01
RD Gaikwad,1,1,1,1,0,0,1,1 (1ct 0st),1.0,,CSK,2023-03-01,2023-04-01
MJ Santner,1,1,1,1,0,0,1,1 (1ct 0st),1.0,,CSK,2023-03-01,2023-04-01
MM Ali,1,1,0,0,0,0,0,0,0.0,,CSK,2023-03-01,2023-04-01
DL Chahar,1,1,0,0,0,0,0,0,0.0,,CSK,2023-03-01,2023-04-01
DP Conway,1,1,0,0,0,0,0,0,0.0,,CSK,2023-03-01,2023-04-01
TU Deshpande,1,1,0,0,0,0,0,0,0.0,,CSK,2023-03-01,2023-04-01
RS Hangargekar,1,1,0,0,0,0,0,0,0.0,,CSK,2023-03-01,2023-04-01
RA Jadeja,1,1,0,0,0,0,0,0,0.0,,CSK,2023-03-01,2023-04-01
AT Rayudu,1,1,0,0,0,0,0,0,0.0,,CSK,2023-03-01,2023-04-01
BA Stokes,1,1,0,0,0,0,0,0,0.0,,CSK,2023-03-01,2023-04-01
Rahmanullah Gurbaz,1,1,1,1,0,1,0,1 (1ct 0st),1.0,,KKR,2023-03-01,2023-04-01
N Rana,1,1,1,1,0,0,1,1 (1ct 0st),1.0,,KKR,2023-03-01,2023-04-01
RK Singh,1,1,1,1,0,0,1,1 (1ct 0st),1.0,,KKR,2023-03-01,2023-04-01
UT Yadav,1,1,1,1,0,0,1,1 (1ct 0st),1.0,,KKR,2023-03-01,2023-04-01
VR Iyer,1,1,0,0,0,0,0,0,0.0,,KKR,2023-03-01,2023-04-01
Mandeep Singh,1,1,0,0,0,0,0,0,0.0,,KKR,2023-03-01,2023-04-01
SP Narine,1,1,0,0,0,0,0,0,0.0,,KKR,2023-03-01,2023-04-01
AS Roy,1,1,0,0,0,0,0,0,0.0,,KKR,2023-03-01,2023-04-01
AD Russell,1,1,0,0,0,0,0,0,0.0,,KKR,2023-03-01,2023-04-01
TG Southee,1,1,0,0,0,0,0,0,0.0,,KKR,2023-03-01,2023-04-01
SN Thakur,1,1,0,0,0,0,0,0,0.0,,KKR,2023-03-01,2023-04-01
CV Varun,1,1,0,0,0,0,0,0,0.0,,KKR,2023-03-01,2023-04-01
KD Karthik,9,9,10,8,2,8,0,3 (2ct 1st),1.111,,RCB,2023-04-01,2023-05-01
V Kohli,9,9,10,10,0,0,10,3 (3ct 0st),1.111,,RCB,2023-04-01,2023-05-01
Shahbaz Ahmed,8,8,5,5,0,0,5,2 (2ct 0st),0.625,,RCB,2023-04-01,2023-05-01
GJ Maxwell,9,9,3,3,0,0,3,1 (1ct 0st),0.333,,RCB,2023-04-01,2023-05-01
SS Prabhudessai,5,5,3,3,0,0,3,1 (1ct 0st),0.6,,RCB,2023-04-01,2023-05-01
F du Plessis,9,9,2,2,0,0,2,1 (1ct 0st),0.222,,RCB,2023-04-01,2023-05-01
Mohammed Siraj,9,9,2,2,0,0,2,1 (1ct 0st),0.222,,RCB,2023-04-01,2023-05-01
WD Parnell,4,4,2,2,0,0,2,1 (1ct 0st),0.5,,RCB,2023-04-01,2023-05-01
Akash Deep,2,2,1,1,0,0,1,1 (1ct 0st),0.5,,RCB,2023-04-01,2023-05-01
Anuj Rawat,4,4,1,1,0,0,1,1 (1ct 0st),0.25,,RCB,2023-04-01,2023-05-01
MK Lomror,7,7,1,1,0,0,1,1 (1ct 0st),0.142,,RCB,2023-04-01,2023-05-01
HV Patel,9,9,1,1,0,0,1,1 (1ct 0st),0.111,,RCB,2023-04-01,2023-05-01
V Vyshak,5,5,1,1,0,0,1,1 (1ct 0st),0.2,,RCB,2023-04-01,2023-05-01
DJ Willey,4,4,1,1,0,0,1,1 (1ct 0st),0.25,,RCB,2023-04-01,2023-05-01
MG Bracewell,2,2,0,0,0,0,0,0,0.0,,RCB,2023-04-01,2023-05-01
PW Hasaranga,6,6,0,0,0,0,0,0,0.0,,RCB,2023-04-01,2023-05-01
JR Hazlewood,1,1,0,0,0,0,0,0,0.0,,RCB,2023-04-01,2023-05-01
KV Sharma,4,4,0,0,0,0,0,0,0.0,,RCB,2023-04-01,2023-05-01
RJW Topley,1,1,0,0,0,0,0,0,0.0,,RCB,2023-04-01,2023-05-01
M Shahrukh Khan,9,9,6,6,0,0,6,3 (3ct 0st),0.666,,PBKS,2023-04-01,2023-05-01
SM Curran,9,9,5,5,0,0,5,1 (1ct 0st),0.555,,PBKS,2023-04-01,2023-05-01
JM Sharma,9,9,5,3,2,3,0,2 (0ct 2st),0.555,,PBKS,2023-04-01,2023-05-01
Sikandar Raza,6,6,4,4,0,0,4,3 (3ct 0st),0.666,,PBKS,2023-04-01,2023-05-01
RD Chahar,9,9,3,3,0,0,3,2 (2ct 0st),0.333,,PBKS,2023-04-01,2023-05-01
A Taide,5,5,3,3,0,0,3,2 (2ct 0st),0.6,,PBKS,2023-04-01,2023-05-01
S Dhawan,6,6,2,2,0,0,2,1 (1ct 0st),0.333,,PBKS,2023-04-01,2023-05-01
LS Livingstone,4,4,2,2,0,0,2,1 (1ct 0st),0.5,,PBKS,2023-04-01,2023-05-01
MW Short,5,5,2,2,0,0,2,1 (1ct 0st),0.4,,PBKS,2023-04-01,2023-05-01
NT Ellis,5,5,1,1,0,0,1,1 (1ct 0st),0.2,,PBKS,2023-04-01,2023-05-01
Harpreet Singh,3,3,1,1,0,0,1,1 (1ct 0st),0.333,,PBKS,2023-04-01,2023-05-01
Prabhsimran Singh,9,9,1,1,0,0,1,1 (1ct 0st),0.111,,PBKS,2023-04-01,2023-05-01
Arshdeep Singh,9,9,0,0,0,0,0,0,0.0,,PBKS,2023-04-01,2023-05-01
R Dhawan,3,3,0,0,0,0,0,0,0.0,,PBKS,2023-04-01,2023-05-01
Gurnoor Brar,1,1,0,0,0,0,0,0,0.0,,PBKS,2023-04-01,2023-05-01
Harpreet Brar,8,8,0,0,0,0,0,0,0.0,,PBKS,2023-04-01,2023-05-01
Mohit Rathee,1,1,0,0,0,0,0,0,0.0,,PBKS,2023-04-01,2023-05-01
K Rabada,4,4,0,0,0,0,0,0,0.0,,PBKS,2023-04-01,2023-05-01
PBB Rajapaksa,3,3,0,0,0,0,0,0,0.0,,PBKS,2023-04-01,2023-05-01
TH David,8,8,7,7,0,0,7,4 (4ct 0st),0.875,,MI,2023-04-01,2023-05-01
SA Yadav,8,8,6,6,0,0,6,3 (3ct 0st),0.75,,MI,2023-04-01,2023-05-01
NT Tilak Varma,8,8,4,4,0,0,4,2 (2ct 0st),0.5,,MI,2023-04-01,2023-05-01
Ishan Kishan,8,8,3,2,1,2,0,1 (1ct 0st),0.375,,MI,2023-04-01,2023-05-01
Arshad Khan,4,4,2,2,0,0,2,1 (1ct 0st),0.5,,MI,2023-04-01,2023-05-01
JP Behrendorff,6,6,2,2,0,0,2,1 (1ct 0st),0.333,,MI,2023-04-01,2023-05-01
C Green,8,8,2,2,0,0,2,2 (2ct 0st),0.25,,MI,2023-04-01,2023-05-01
D Jansen,1,1,2,2,0,0,2,2 (2ct 0st),2.0,,MI,2023-04-01,2023-05-01
HR Shokeen,6,6,2,2,0,0,2,1 (1ct 0st),0.333,,MI,2023-04-01,2023-05-01
N Wadhera,6,6,2,2,0,0,2,1 (1ct 0st),0.333,,MI,2023-04-01,2023-05-01
JC Archer,3,3,1,1,0,0,1,1 (1ct 0st),0.333,,MI,2023-04-01,2023-05-01
PP Chawla,8,8,1,1,0,0,1,1 (1ct 0st),0.125,,MI,2023-04-01,2023-05-01
RP Meredith,5,5,1,1,0,0,1,1 (1ct 0st),0.2,,MI,2023-04-01,2023-05-01
RG Sharma,8,8,1,1,0,0,1,1 (1ct 0st),0.125,,MI,2023-04-01,2023-05-01
K Kartikeya,3,3,0,0,0,0,0,0,0.0,,MI,2023-04-01,2023-05-01
T Stubbs,1,1,0,0,0,0,0,0,0.0,,MI,2023-04-01,2023-05-01
AS Tendulkar,4,4,0,0,0,0,0,0,0.0,,MI,2023-04-01,2023-05-01
N Pooran,9,9,7,4,3,4,0,2 (1ct 1st),0.777,,LSG,2023-04-01,2023-05-01
DJ Hooda,9,9,6,6,0,0,6,2 (2ct 0st),0.666,,LSG,2023-04-01,2023-05-01
KH Pandya,9,9,6,6,0,0,6,2 (2ct 0st),0.666,,LSG,2023-04-01,2023-05-01
Ravi Bishnoi,9,9,6,6,0,0,6,2 (2ct 0st),0.666,,LSG,2023-04-01,2023-05-01
K Gowtham,4,4,4,4,0,0,4,2 (2ct 0st),1.0,,LSG,2023-04-01,2023-05-01
KL Rahul,9,9,4,4,0,0,4,1 (1ct 0st),0.444,,LSG,2023-04-01,2023-05-01
MP Stoinis,9,9,4,4,0,0,4,2 (2ct 0st),0.444,,LSG,2023-04-01,2023-05-01
Avesh Khan,7,7,2,2,0,0,2,1 (1ct 0st),0.285,,LSG,2023-04-01,2023-05-01
KR Mayers,9,9,2,2,0,0,2,1 (1ct 0st),0.222,,LSG,2023-04-01,2023-05-01
MA Wood,4,4,2,2,0,0,2,2 (2ct 0st),0.5,,LSG,2023-04-01,2023-05-01
A Badoni,9,9,1,1,0,0,1,1 (1ct 0st),0.111,,LSG,2023-04-01,2023-05-01
A Mishra,6,6,1,1,0,0,1,1 (1ct 0st),0.166,,LSG,2023-04-01,2023-05-01
Naveen-ul-Haq,4,4,1,1,0,0,1,1 (1ct 0st),0.25,,LSG,2023-04-01,2023-05-01
Yash Thakur,4,4,1,1,0,0,1,1 (1ct 0st),0.25,,LSG,2023-04-01,2023-05-01
PN Mankad,1,1,0,0,0,0,0,0,0.0,,LSG,2023-04-01,2023-05-01
R Shepherd,1,1,0,0,0,0,0,0,0.0,,LSG,2023-04-01,2023-05-01
JD Unadkat,3,3,0,0,0,0,0,0,0.0,,LSG,2023-04-01,2023-05-01
Yudhvir Singh,2,2,0,0,0,0,0,0,0.0,,LSG,2023-04-01,2023-05-01
JB Little,5,5,4,4,0,0,4,2 (2ct 0st),0.8,,GT,2023-04-01,2023-05-01
DA Miller,7,7,4,4,0,0,4,2 (2ct 0st),0.571,,GT,2023-04-01,2023-05-01
Shubman Gill,7,7,4,4,0,0,4,2 (2ct 0st),0.571,,GT,2023-04-01,2023-05-01
R Tewatia,7,7,4,4,0,0,4,2 (2ct 0st),0.571,,GT,2023-04-01,2023-05-01
HH Pandya,6,6,3,3,0,0,3,1 (1ct 0st),0.5,,GT,2023-04-01,2023-05-01
MM Sharma,5,5,3,3,0,0,3,2 (2ct 0st),0.6,,GT,2023-04-01,2023-05-01
AS Joseph,4,4,2,2,0,0,2,1 (1ct 0st),0.5,,GT,2023-04-01,2023-05-01
A Manohar,5,5,2,2,0,0,2,1 (1ct 0st),0.4,,GT,2023-04-01,2023-05-01
Mohammed Shami,7,7,2,2,0,0,2,1 (1ct 0st),0.285,,GT,2023-04-01,2023-05-01
Rashid Khan,7,7,2,2,0,0,2,1 (1ct 0st),0.285,,GT,2023-04-01,2023-05-01
WP Saha,7,7,2,1,1,1,0,1 (1ct 0st),0.285,,GT,2023-04-01,2023-05-01
Noor Ahmad,4,4,1,1,0,0,1,1 (1ct 0st),0.25,,GT,2023-04-01,2023-05-01
J Yadav,1,1,1,1,0,0,1,1 (1ct 0st),1.0,,GT,2023-04-01,2023-05-01
Yash Dayal,2,2,1,1,0,0,1,1 (1ct 0st),0.5,,GT,2023-04-01,2023-05-01
B Sai Sudharsan,4,4,0,0,0,0,0,0,0.0,,GT,2023-04-01,2023-05-01
V Shankar,5,5,0,0,0,0,0,0,0.0,,GT,2023-04-01,2023-05-01
Abishek Porel,4,4,4,4,0,4,0,2 (2ct 0st),1.0,,DC,2023-04-01,2023-05-01
Aman Hakim Khan,5,5,4,4,0,0,4,2 (2ct 0st),0.8,,DC,2023-04-01,2023-05-01
DA Warner,8,8,4,4,0,0,4,1 (1ct 0st),0.5,,DC,2023-04-01,2023-05-01
Mukesh Kumar,7,7,3,3,0,0,3,2 (2ct 0st),0.428,,DC,2023-04-01,2023-05-01
AR Patel,8,8,3,3,0,0,3,2 (2ct 0st),0.375,,DC,2023-04-01,2023-05-01
PD Salt,3,3,3,3,0,3,0,2 (2ct 0st),1.0,,DC,2023-04-01,2023-05-01
Lalit Yadav,4,4,3,3,0,0,3,2 (2ct 0st),0.75,,DC,2023-04-01,2023-05-01
SN Khan,4,4,2,2,0,2,0,2 (2ct 0st),0.5,,DC,2023-04-01,2023-05-01
Kuldeep Yadav,8,8,2,2,0,0,2,1 (1ct 0st),0.25,,DC,2023-04-01,2023-05-01
A Nortje,7,7,2,2,0,0,2,1 (1ct 0st),0.285,,DC,2023-04-01,2023-05-01
MK Pandey,6,6,2,2,0,0,2,1 (1ct 0st),0.333,,DC,2023-04-01,2023-05-01
YV Dhull,2,2,1,1,0,0,1,1 (1ct 0st),0.5,,DC,2023-04-01,2023-05-01
MR Marsh,6,6,1,1,0,0,1,1 (1ct 0st),0.166,,DC,2023-04-01,2023-05-01
PP Shaw,6,6,1,1,0,0,1,1 (1ct 0st),0.166,,DC,2023-04-01,2023-05-01
KK Ahmed,3,3,0,0,0,0,0,0,0.0,,DC,2023-04-01,2023-05-01
PK Garg,1,1,0,0,0,0,0,0,0.0,,DC,2023-04-01,2023-05-01
Mustafizur Rahman,2,2,0,0,0,0,0,0,0.0,,DC,2023-04-01,2023-05-01
RV Patel,2,2,0,0,0,0,0,0,0.0,,DC,2023-04-01,2023-05-01
R Powell,3,3,0,0,0,0,0,0,0.0,,DC,2023-04-01,2023-05-01
RR Rossouw,3,3,0,0,0,0,0,0,0.0,,DC,2023-04-01,2023-05-01
C Sakariya,1,1,0,0,0,0,0,0,0.0,,DC,2023-04-01,2023-05-01
I Sharma,3,3,0,0,0,0,0,0,0.0,,DC,2023-04-01,2023-05-01
RD Gaikwad,8,8,9,9,0,0,9,2 (2ct 0st),1.125,,CSK,2023-04-01,2023-05-01
MS Dhoni,8,8,7,5,2,5,0,2 (2ct 0st),0.875,,CSK,2023-04-01,2023-05-01
S Dube,8,8,5,5,0,0,5,2 (2ct 0st),0.625,,CSK,2023-04-01,2023-05-01
RA Jadeja,8,8,5,5,0,0,5,1 (1ct 0st),0.625,,CSK,2023-04-01,2023-05-01
DP Conway,8,8,4,4,0,0,4,2 (2ct 0st),0.5,,CSK,2023-04-01,2023-05-01
AM Rahane,7,7,3,3,0,0,3,1 (1ct 0st),0.428,,CSK,2023-04-01,2023-05-01
BA Stokes,1,1,2,2,0,0,2,2 (2ct 0st),2.0,,CSK,2023-04-01,2023-05-01
Akash Singh,6,6,1,1,0,0,1,1 (1ct 0st),0.166,,CSK,2023-04-01,2023-05-01
SSB Magala,2,2,1,1,0,0,1,1 (1ct 0st),0.5,,CSK,2023-04-01,2023-05-01
M Pathirana,5,5,1,1,0,0,1,1 (1ct 0st),0.2,,CSK,2023-04-01,2023-05-01
D Pretorius,1,1,1,1,0,0,1,1 (1ct 0st),1.0,,CSK,2023-04-01,2023-05-01
M Theekshana,6,6,1,1,0,0,1,1 (1ct 0st),0.166,,CSK,2023-04-01,2023-05-01
MM Ali,7,7,0,0,0,0,0,0,0.0,,CSK,2023-04-01,2023-05-01
DL Chahar,2,2,0,0,0,0,0,0,0.0,,CSK,2023-04-01,2023-05-01
TU Deshpande,8,8,0,0,0,0,0,0,0.0,,CSK,2023-04-01,2023-05-01
RS Hangargekar,1,1,0,0,0,0,0,0,0.0,,CSK,2023-04-01,2023-05-01
AT Rayudu,8,8,0,0,0,0,0,0,0.0,,CSK,2023-04-01,2023-05-01
MJ Santner,2,2,0,0,0,0,0,0,0.0,,CSK,2023-04-01,2023-05-01
JC Buttler,9,9,8,8,0,0,8,2 (2ct 0st),0.888,,RR,2023-04-01,2023-05-01
SO Hetmyer,9,9,7,7,0,0,7,2 (2ct 0st),0.777,,RR,2023-04-01,2023-05-01
YBK Jaiswal,9,9,5,5,0,0,5,2 (2ct 0st),0.555,,RR,2023-04-01,2023-05-01
SV Samson,9,9,5,3,2,3,0,2 (1ct 1st),0.555,,RR,2023-04-01,2023-05-01
